"Subject_Course","CRN","Title","Instructional_Method","Schedule_Type","Accounting_Method","Units","BUILDING","ROOM","DAYS","Time","Ptrm","Start_Date","End_Date","Max_Enroll","Actual_Enroll","WAIT_CAPACITY","Wait_List","Status","Instructor","CAMPUS"
"BIOL 040",20146,"General Microbiology",06,02,W,4,JMUIR,JM101,TR,"9:10AM - 10:25AM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Dillard, J",COS
"BIOL 040",20146,"General Microbiology",06,04,W,4,JMUIR,JM121,T,"11:10AM - 2:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Dillard, J",COS
"BIOL 040",20150,"General Microbiology",06,02,W,4,JMUIR,JM101,TR,"5:10PM - 6:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Dillard, J",COS
"BIOL 040",20150,"General Microbiology",06,04,W,4,JMUIR,JM121,T,"6:45PM - 9:35PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Dillard, J",COS
"BIOL 040",20479,"General Microbiology",06,02,W,4,JMUIR,JM101,TR,"9:10AM - 10:25AM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Dillard, J",COS
"BIOL 040",20479,"General Microbiology",06,04,W,4,JMUIR,JM121,R,"11:10AM - 2:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Dillard, J",COS
"BIOL 040",20480,"General Microbiology",06,02,W,4,HACEDU,E37,MW,"12:10PM - 1:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Arteaga, E",HAC
"BIOL 040",20480,"General Microbiology",06,04,W,4,HACEDU,E77,M,"2:10PM - 5:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Arteaga, E",HAC
"BIOL 040",20481,"General Microbiology",06,02,W,4,HACEDU,E37,MW,"12:10PM - 1:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Arteaga, E",HAC
"BIOL 040",20481,"General Microbiology",06,04,W,4,HACEDU,E77,W,"2:10PM - 5:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Arteaga, E",HAC
"BIOL 040",21387,"General Microbiology",06,02,W,4,JMUIR,JM101,TR,"5:10PM - 6:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Dillard, J",COS
"BIOL 040",21387,"General Microbiology",06,04,W,4,JMUIR,JM121,R,"6:45PM - 9:35PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Dillard, J",COS
"BIOL 040",21405,"General Microbiology",06,02,W,4,TCCB,B232,MW,"12:10PM - 1:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Estrada, E",TCC
"BIOL 040",21405,"General Microbiology",06,04,W,4,TCCB,B227,M,"2:10PM - 5:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Estrada, E",TCC
"BIOL 040",21406,"General Microbiology",06,02,W,4,TCCB,B232,MW,"12:10PM - 1:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Estrada, E",TCC
"BIOL 040",21406,"General Microbiology",06,04,W,4,TCCB,B227,W,"2:10PM - 5:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Estrada, E",TCC
"BIOL 231",21052,"Science for Pre-Healthcare",OH,02,ID,2,JMUIR,JM107,TR,"3:45PM - 5:00PM",O,2/10/2026,4/30/2026,40,0,15,0,A,Staff,COS
"BIOL 231",21052,"Science for Pre-Healthcare",OH,72,ID,2,ONLINE,N/A,XX,"12:00AM - 12:00AM",O,2/10/2026,4/30/2026,40,0,15,0,A,Staff,COS
"CHEM 001",20197,"General Chemistry 1",06,02,W,5,JMUIR,JM201,MWF,"10:10AM - 11:00AM",1,1/12/2026,5/20/2026,24,0,10,0,A,"MacPherson, C",COS
"CHEM 001",20197,"General Chemistry 1",06,04,W,5,JMUIR,JM220,TR,"9:10AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"MacPherson, C",COS
"CHEM 001",20374,"General Chemistry 1",06,02,W,5,JMUIR,JM201,MWF,"10:10AM - 11:00AM",1,1/12/2026,5/20/2026,24,0,10,0,A,"MacPherson, C",COS
"CHEM 001",20374,"General Chemistry 1",06,04,W,5,JMUIR,JM220,MW,"1:10PM - 4:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"MacPherson, C",COS
"CHEM 001",21041,"General Chemistry 1",06,02,W,5,JMUIR,JM201,TR,"10:45AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Rodriguez, J",COS
"CHEM 001",21041,"General Chemistry 1",06,04,W,5,JMUIR,JM220,TR,"1:10PM - 4:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Rodriguez, J",COS
"CHEM 001",21388,"General Chemistry 1",06,02,W,5,TCCB,B231,MW,"10:45AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,TCC
"CHEM 001",21388,"General Chemistry 1",06,04,W,5,TCCB,B228,MW,"12:10PM - 3:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,TCC
"CHEM 002",20411,"General Chemistry 2",06,02,W,5,JMUIR,JM207,MWF,"10:10AM - 11:00AM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Verissimo, J",COS
"CHEM 002",20411,"General Chemistry 2",06,04,W,5,JMUIR,JM221,TR,"9:10AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Verissimo, J",COS
"CHEM 002",21164,"General Chemistry 2",06,02,W,5,JMUIR,JM207,MWF,"10:10AM - 11:00AM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Verissimo, J",COS
"CHEM 002",21164,"General Chemistry 2",06,04,W,5,JMUIR,JM221,MW,"1:10PM - 4:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Verissimo, J",COS
"CHEM 010",20863,"Introduction to Chemistry",06,02,W,4,JMUIR,JM207,TR,"1:10PM - 2:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,COS
"CHEM 010",20863,"Introduction to Chemistry",06,04,W,4,JMUIR,JM219,R,"2:45PM - 5:35PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,COS
"CHEM 010",21046,"Introduction to Chemistry",06,02,W,4,JMUIR,JM207,TR,"1:10PM - 2:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,COS
"CHEM 010",21046,"Introduction to Chemistry",06,04,W,4,JMUIR,JM219,T,"2:45PM - 5:35PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,COS
"CHEM 012",21660,"Organic Chemistry 1",06,02,W,5,JMUIR,JM219,MWF,"10:10AM - 11:00AM",1,1/12/2026,5/20/2026,18,0,10,0,A,"Kawagoe, J",COS
"CHEM 012",21660,"Organic Chemistry 1",06,04,W,5,JMUIR,JM219,W,"1:10PM - 7:00PM",1,1/12/2026,5/20/2026,18,0,10,0,A,"Kawagoe, J",COS
"CHEM 013",20222,"Organic Chemistry 2",06,02,W,5,JMUIR,JM107,MWF,"10:10AM - 11:00AM",1,1/12/2026,5/20/2026,18,0,10,0,A,"Froese, R",COS
"CHEM 013",20222,"Organic Chemistry 2",06,04,W,5,JMUIR,JM219,M,"1:10PM - 7:00PM",1,1/12/2026,5/20/2026,18,0,10,0,A,"Froese, R",COS
"CHEM 020",20062,"Intro to General Chemistry",06,02,W,4,TCCB,B231,TR,"8:45AM - 10:00AM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Kawagoe, Z",TCC
"CHEM 020",20062,"Intro to General Chemistry",06,04,W,4,TCCB,B228,T,"10:10AM - 1:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Kawagoe, Z",TCC
"CHEM 020",20063,"Intro to General Chemistry",06,02,W,4,TCCB,B231,TR,"8:45AM - 10:00AM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Kawagoe, Z",TCC
"CHEM 020",20063,"Intro to General Chemistry",06,04,W,4,TCCB,B228,R,"10:10AM - 1:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Kawagoe, Z",TCC
"CHEM 020",20225,"Intro to General Chemistry",06,02,W,4,HACEDU,E37,TR,"4:10PM - 5:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Kawagoe, J",HAC
"CHEM 020",20225,"Intro to General Chemistry",06,04,W,4,HAC307,307,T,"5:30PM - 8:20PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Kawagoe, J",HAC
"CHEM 020",20459,"Intro to General Chemistry",06,02,W,4,SYCMOR,IM201,MW,"1:10PM - 2:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,COS
"CHEM 020",20459,"Intro to General Chemistry",06,04,W,4,JMUIR,JM220,F,"9:10AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,COS
"CHEM 020",20538,"Intro to General Chemistry",06,02,W,4,TCCB,B232,MW,"5:10PM - 6:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,TCC
"CHEM 020",20538,"Intro to General Chemistry",06,04,W,4,TCCB,B228,M,"6:45PM - 9:35PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,TCC
"CHEM 020",20539,"Intro to General Chemistry",06,02,W,4,TCCB,B232,MW,"5:10PM - 6:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,TCC
"CHEM 020",20539,"Intro to General Chemistry",06,04,W,4,TCCB,B228,W,"6:45PM - 9:35PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,TCC
"CHEM 020",20739,"Intro to General Chemistry",06,02,W,4,SYCMOR,IM201,TR,"5:10PM - 6:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Villena-Visi, M",COS
"CHEM 020",20739,"Intro to General Chemistry",06,04,W,4,JMUIR,JM219,T,"6:45PM - 9:35PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Villena-Visi, M",COS
"CHEM 020",20740,"Intro to General Chemistry",06,02,W,4,SYCMOR,IM201,TR,"5:10PM - 6:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Villena-Visi, M",COS
"CHEM 020",20740,"Intro to General Chemistry",06,04,W,4,JMUIR,JM219,R,"6:45PM - 9:35PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Villena-Visi, M",COS
"CHEM 020",20785,"Intro to General Chemistry",06,02,W,4,JMUIR,JM207,MW,"1:10PM - 2:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Rodriguez, J",COS
"CHEM 020",20785,"Intro to General Chemistry",06,04,W,4,JMUIR,JM221,M,"9:10AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Rodriguez, J",COS
"CHEM 020",20843,"Intro to General Chemistry",OH,04,IW,4,TCCB,B228,M,"9:10AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Mendoza, T",TCC
"CHEM 020",20843,"Intro to General Chemistry",OH,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Mendoza, T",TCC
"CHEM 020",21042,"Intro to General Chemistry",06,02,W,4,JMUIR,JM207,MW,"1:10PM - 2:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Rodriguez, J",COS
"CHEM 020",21042,"Intro to General Chemistry",06,04,W,4,JMUIR,JM221,W,"9:10AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Rodriguez, J",COS
"CHEM 020",21108,"Intro to General Chemistry",06,02,W,4,JMUIR,JM201,MWF,"11:10AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"MacPherson, C",COS
"CHEM 020",21108,"Intro to General Chemistry",06,04,W,4,JMUIR,JM221,T,"1:10PM - 4:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"MacPherson, C",COS
"CHEM 020",21109,"Intro to General Chemistry",OH,02,IW,4,TCCB,B228,W,"9:10AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Mendoza, T",TCC
"CHEM 020",21109,"Intro to General Chemistry",OH,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Mendoza, T",TCC
"CHEM 020",21208,"Intro to General Chemistry",06,02,W,4,HACEDU,E37,TR,"4:10PM - 5:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Kawagoe, J",HAC
"CHEM 020",21208,"Intro to General Chemistry",06,04,W,4,HAC307,307,R,"5:30PM - 8:20PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Kawagoe, J",HAC
"CHEM 020",21263,"Intro to General Chemistry",06,02,W,4,JMUIR,JM221,MW,"5:10PM - 6:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,COS
"CHEM 020",21263,"Intro to General Chemistry",06,04,W,4,JMUIR,N/A,W,"6:35PM - 9:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,COS
"CHEM 020",21318,"Intro to General Chemistry",06,02,W,4,JMUIR,JM201,TR,"1:10PM - 2:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Mendoza, T",COS
"CHEM 020",21318,"Intro to General Chemistry",06,04,W,4,JMUIR,JM219,T,"9:10AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Mendoza, T",COS
"CHEM 020",21319,"Intro to General Chemistry",06,02,W,4,JMUIR,JM201,TR,"1:10PM - 2:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Mendoza, T",COS
"CHEM 020",21319,"Intro to General Chemistry",06,04,W,4,JMUIR,JM219,R,"9:10AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Mendoza, T",COS
"CHEM 021",20157,"Organic/Biological Chemistry",06,02,W,4,JMUIR,JM201,TR,"4:10PM - 5:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Vazquez, S",COS
"CHEM 021",20157,"Organic/Biological Chemistry",06,04,W,4,JMUIR,JM221,T,"5:45PM - 8:35PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Vazquez, S",COS
"CHEM 021",21661,"Organic/Biological Chemistry",06,02,W,4,JMUIR,JM201,TR,"4:10PM - 5:25PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Vazquez, S",COS
"CHEM 021",21661,"Organic/Biological Chemistry",06,04,W,4,JMUIR,JM221,R,"5:45PM - 8:35PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Vazquez, S",COS
"ESCI 001",20126,"Intro to Earth Science",06,02,W,4,JMUIR,JM101,MW,"4:45PM - 6:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,"Marin, C",COS
"ESCI 001",20126,"Intro to Earth Science",06,04,W,4,JMUIR,JM222,M,"6:10PM - 9:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,"Marin, C",COS
"ESCI 001",20525,"Intro to Earth Science",06,02,W,4,JMUIR,JM101,MW,"4:45PM - 6:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,"Marin, C",COS
"ESCI 001",20525,"Intro to Earth Science",06,04,W,4,JMUIR,JM222,W,"6:10PM - 9:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,"Marin, C",COS
"GEOG 001",20306,"Physical Geography",02,02,W,3,HACEDU,E72C,TR,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Kawagoe, J",HAC
"GEOG 001",20306,"Physical Geography",02,02,W,3,HACEDU,E72D,TR,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Kawagoe, J",HAC
"GEOG 001",20460,"Physical Geography",02,02,W,3,JMUIR,JM222,MW,"2:10PM - 3:25PM",1,1/12/2026,5/20/2026,32,0,10,0,A,"Hetherington, E",COS
"GEOG 001",20466,"Physical Geography",02,02,W,3,SYCMOR,IM201,TR,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,45,0,10,0,A,"Bjerke, J",COS
"GEOG 001",20533,"Physical Geography",02,02,W,3,TCCB,B231,MW,"1:10PM - 2:25PM",1,1/12/2026,5/20/2026,60,0,10,0,A,"Krause, C",TCC
"GEOG 001",20855,"Physical Geography",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Howell, D",ONC
"GEOG 001",20858,"Physical Geography",02,02,W,3,SYCMOR,IM201,MW,"11:10AM - 12:25PM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Bjerke, J",COS
"GEOG 001",21165,"Physical Geography",02,02,W,3,SEQUOA,154,TR,"6:10PM - 7:25PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"GEOG 001",21313,"Physical Geography",02,02,W,3,SEQUOA,154,MW,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Krause, C",COS
"GEOG 001",21389,"Physical Geography",02,02,W,3,SEQUOA,154,TR,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Hickcox-Baker, J",COS
"GEOG 001L",20387,"Physical Geography Lab Class",04,04,W,1,SEQUOA,154,MW,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Krause, C",COS
"GEOG 001L",21034,"Physical Geography Lab Class",04,04,W,1,TCCB,B220,MW,"2:45PM - 4:00PM",1,1/12/2026,5/20/2026,25,0,10,0,A,"Krause, C",TCC
"GEOG 001L",21166,"Physical Geography Lab Class",04,04,W,1,SEQUOA,154,MW,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Bjerke, J",COS
"GEOG 002",20074,"World Regional Geography",02,02,W,3,SYCMOR,IM201,MW,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Bjerke, J",COS
"GEOG 002",20219,"World Regional Geography",02,02,W,3,SYCMOR,IM201,TR,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Bjerke, J",COS
"GEOG 002",21390,"World Regional Geography",02,02,W,3,SYCMOR,IM201,MW,"6:10PM - 7:25PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"GEOG 005",21391,"Intro to Weather & Climate",02,02,W,3,JMUIR,JM107,TR,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,45,0,10,0,A,"Krause, C",COS
"GEOG 005",21392,"Intro to Weather & Climate",ON,72,W,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Howell, D",ONC
"GEOG 005",21418,"Intro to Weather & Climate",02,02,W,3,JMUIR,JM107,TR,"2:10PM - 3:25PM",1,1/12/2026,5/20/2026,45,0,10,0,A,"Krause, C",COS
"GEOL 001",20064,"Physical Geology",06,02,W,4,JMUIR,JM222,MWF,"9:10AM - 10:00AM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"GEOL 001",20064,"Physical Geology",06,04,W,4,JMUIR,JM222,MWF,"10:10AM - 11:00AM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"GEOL 001",20065,"Physical Geology",06,02,W,4,JMUIR,JM222,MWF,"11:10AM - 12:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"GEOL 001",20065,"Physical Geology",06,04,W,4,JMUIR,JM222,MWF,"12:10PM - 1:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"GEOL 001",20226,"Physical Geology",06,02,W,4,HACEDU,E72B,W,"6:10PM - 9:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Heap, C",HAC
"GEOL 001",20226,"Physical Geology",06,02,W,4,HACEDU,E72A,W,"6:10PM - 9:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Heap, C",HAC
"GEOL 001",20226,"Physical Geology",06,04,W,4,HACEDU,E77,M,"6:10PM - 9:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Heap, C",HAC
"GEOL 001",20445,"Physical Geology",06,02,W,4,TCCB,B228,TR,"6:10PM - 7:25PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,TCC
"GEOL 001",20445,"Physical Geology",06,04,W,4,TCCB,B228,TR,"7:45PM - 9:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,TCC
"GEOL 005",20440,"Earth History",06,02,W,4,JMUIR,JM222,TR,"9:10AM - 10:25AM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"GEOL 005",20440,"Earth History",06,04,W,4,JMUIR,JM222,TR,"10:45AM - 12:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"GEOL 152",21259,"Geology of the Central Coast",06,06,P,1,JMUIR,JM222,S,"7:00AM - 2:00PM",O,1/1/2026,5/25/2026,25,0,10,0,A,Staff,COS
"GEOL 152",21259,"Geology of the Central Coast",06,06,P,1,JMUIR,JM222,S,"7:00AM - 9:00PM",O,1/1/2026,5/25/2026,25,0,10,0,A,Staff,COS
"GEOL 152",21259,"Geology of the Central Coast",06,06,P,1,JMUIR,JM222,U,"9:00AM - 3:00PM",O,1/1/2026,5/25/2026,25,0,10,0,A,Staff,COS
"NSCI 131",20600,"Chem & Physics for Educators",12,02,W,4,JMUIR,JM207,R,"5:45PM - 8:35PM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"NSCI 131",20600,"Chem & Physics for Educators",12,04,W,4,JMUIR,JM222,T,"5:45PM - 7:35PM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"NSCI 131",20600,"Chem & Physics for Educators",12,YY,W,4,N/A,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"NSCI 131",20620,"Chem & Physics for Educators",12,02,W,4,JMUIR,JM207,R,"5:45PM - 8:35PM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"NSCI 131",20620,"Chem & Physics for Educators",12,04,W,4,JMUIR,JM222,T,"7:45PM - 9:35PM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"NSCI 131",20620,"Chem & Physics for Educators",12,YY,W,4,N/A,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"PHYS 020",20537,"General Physics 1",06,02,W,5,JMUIR,JM207,MTWR,"8:10AM - 9:00AM",1,1/12/2026,5/20/2026,32,0,10,0,A,"MacPherson, Q",COS
"PHYS 020",20537,"General Physics 1",06,04,W,5,JMUIR,JM208,T,"9:10AM - 12:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,"MacPherson, Q",COS
"PHYS 021",20531,"General Physics 2",06,02,W,5,JMUIR,JM201,MTWR,"8:10AM - 9:00AM",1,1/12/2026,5/20/2026,32,0,10,0,A,"Royster, M",COS
"PHYS 021",20531,"General Physics 2",06,04,W,5,JMUIR,JM208,R,"9:10AM - 12:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,"Royster, M",COS
"PHYS 055",20332,"Physics 1: Mechanics & Waves",06,02,W,4,JMUIR,JM207,MWF,"9:10AM - 10:00AM",1,1/12/2026,5/20/2026,32,0,10,0,A,"MacPherson, Q",COS
"PHYS 055",20332,"Physics 1: Mechanics & Waves",06,04,W,4,JMUIR,JM208,R,"1:10PM - 4:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,"MacPherson, Q",COS
"PHYS 055",20333,"Physics 1: Mechanics & Waves",06,02,W,4,JMUIR,JM207,MWF,"9:10AM - 10:00AM",1,1/12/2026,5/20/2026,32,0,10,0,A,"MacPherson, Q",COS
"PHYS 055",20333,"Physics 1: Mechanics & Waves",06,04,W,4,JMUIR,JM208,R,"4:10PM - 7:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,"MacPherson, Q",COS
"PHYS 056",20406,"Physics 2: E&M and Heat",06,02,W,4,JMUIR,JM201,MWF,"12:10PM - 1:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Royster, M",COS
"PHYS 056",20406,"Physics 2: E&M and Heat",06,04,W,4,JMUIR,JM208,T,"1:10PM - 4:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Royster, M",COS
"PHYS 056",21505,"Physics 2: E&M and Heat",06,02,W,4,JMUIR,JM201,MWF,"12:10PM - 1:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Royster, M",COS
"PHYS 056",21505,"Physics 2: E&M and Heat",06,04,W,4,JMUIR,JM208,T,"4:10PM - 7:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"Royster, M",COS
"PHYS 057",20375,"Physics 3: Modern Physics",06,02,W,5,JMUIR,JM208,MTWR,"12:10PM - 1:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"MacPherson, Q",COS
"PHYS 057",20375,"Physics 3: Modern Physics",06,04,W,5,JMUIR,JM208,F,"1:10PM - 4:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,"MacPherson, Q",COS
"AJ 011",20066,"Intro to Criminal Justice",02,02,W,3,KERN,731,MW,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"AJ 011",20088,"Intro to Criminal Justice",02,02,IW,3,KERN,731,TR,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"AJ 011",20118,"Intro to Criminal Justice",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"AJ 011",20532,"Intro to Criminal Justice",OO,02,ID,3,HACEDU,E72B,M,"6:10PM - 7:00PM",O,3/16/2026,3/16/2026,40,0,10,0,A,Staff,HAC
"AJ 011",20532,"Intro to Criminal Justice",OO,02,ID,3,HACEDU,E72A,M,"6:10PM - 7:00PM",O,3/16/2026,3/16/2026,40,0,10,0,A,Staff,HAC
"AJ 011",20532,"Intro to Criminal Justice",OO,72,ID,3,N/A,N/A,XX,"12:00AM - 12:00AM",O,3/16/2026,5/20/2026,40,0,10,0,A,Staff,HAC
"AJ 011",20624,"Intro to Criminal Justice",ON,72,ID,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",O,3/16/2026,5/25/2026,40,0,10,0,A,Staff,ONC
"AJ 013",20086,"Community Relations",02,02,W,3,KERN,731,MW,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"AJ 013",20143,"Community Relations",02,02,W,3,HACEDU,E94,TR,"12:10PM - 1:25PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,HAC
"AJ 014",20067,"Criminal Law 1",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"AJ 014",20271,"Criminal Law 1",02,02,W,3,KERN,731,MW,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"AJ 014",20503,"Criminal Law 1",02,02,W,3,HACEDU,E94,TR,"10:45AM - 12:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,HAC
"AJ 025",20068,"Constitutional Law",02,02,W,3,KERN,731,W,"6:10PM - 9:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"AJ 025",20294,"Constitutional Law",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"AJ 025",20902,"Constitutional Law",02,02,W,3,TCCB,B125,T,"6:10PM - 9:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,TCC
"AJ 045",20717,"Terrorism and Freedom",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
